,ori_apr,apr,dataset,bug,repair_time,fl_time,pg_time,compile_time,pv_time,ncp,ntce,has_patch,insufficient_memory,filter_pass_all,filter_pass_file,insufficient_memory_2,vm_error,repeated_timeout_executions
368,dynamoth_3,dynamoth_3,bears,traccar-traccar_322427143-322428590,27.737999999999996,5.036,25.978999999999996,0.189,1.7590000000000001,1,300,yes,NO,NO,,NO,-,NO
369,simfix_2,simfix_2,bears,2018swecapstone-h2ms_356638992-356666847,-,-,-,-,-,-,-,-,-,-,-,-,-,-
370,simfix_2,simfix_2,bears,2018swecapstone-h2ms_363210218-363627522,-,-,-,-,-,-,-,-,-,-,-,-,-,-
371,simfix_2,simfix_2,bears,Activiti-Activiti_357660134-359342518,-,-,-,-,-,-,-,-,-,-,-,-,-,-
372,simfix_2,simfix_2,bears,2018swecapstone-h2ms_369561147-369563262,-,-,-,-,-,-,-,-,-,-,-,-,-,-
373,nopol_2,nopol_2,bears,aicis-fresco_330883035-330923179,-,-,-,-,-,-,-,-,-,-,-,-,-,-
374,simfix_2,simfix_2,bears,aicis-fresco_330883035-330923179,-,-,-,-,-,-,-,-,-,-,-,-,-,-
375,tbar_2,tbar_2,bears,aicis-fresco_330883035-330923179,-,-,-,-,-,-,-,-,-,-,-,-,-,-
376,dynamoth_2,dynamoth_2,bears,aicis-fresco_330883035-330923179,-,-,-,-,-,-,-,-,-,-,-,-,-,-
377,simfix_2,simfix_2,bears,aicis-fresco_335666803-335692003,-,-,-,-,-,-,-,-,-,-,-,-,-,-
378,simfix_2,simfix_2,bears,aicis-fresco_363993941-363994940,-,-,-,-,-,-,-,-,-,-,-,-,-,-
379,nopol_2,nopol_2,bears,aicis-fresco_370467437-370477490,2186.227,96.351,2186.227,0,0,0,0,0,NO,NO,,NO,-,NO
380,simfix_2,simfix_1,bears,aicis-fresco_370467437-370477490,7822.905000000001,96.576,0,147.96600000000004,7621.242,306,10053,0,NO,NO,,NO,NO,NO
