,ori_apr,apr,dataset,bug,repair_time,fl_time,pg_time,compile_time,pv_time,ncp,ntce,has_patch,insufficient_memory,filter_pass_all,filter_pass_file,insufficient_memory_2,vm_error,repeated_timeout_executions
89,simfix_2,simfix_2,bears,FasterXML-jackson-databind_233857275-234147085,7163.165999999971,16.213,0,4612.319999999973,2019.307999999998,9022,2983,0,NO,NO,,NO,NO,NO
90,simfix_2,simfix_3,bears,FasterXML-jackson-databind_233857275-234147085,7640.096999999995,16.213,0,933.1180000000015,6175.440999999994,1859,972515,0,NO,NO,,NO,NO,NO
91,tbar_2,tbar_1,bears,FasterXML-jackson-databind_233857275-234147085,7205.758999999971,16.287,0,5353.69399999997,1782.903000000001,9331,479981,0,NO,NO,,NO,NO,NO
92,tbar_2,tbar_2,bears,FasterXML-jackson-databind_233857275-234147085,7200.120999999973,16.287,0,5703.716999999976,1427.241999999997,9882,4434,0,NO,NO,,NO,NO,NO
93,tbar_2,tbar_3,bears,FasterXML-jackson-databind_233857275-234147085,7264.981999999997,16.287,0,581.4510000000002,6614.368999999998,1041,933685,0,NO,NO,,NO,NO,NO
94,simfix_2,simfix_1,bears,FasterXML-jackson-databind_241044631-241063530,7157.993999999984,16.722,0,6423.6159999999845,167.861,7081,24692,0,NO,NO,,NO,NO,NO
95,simfix_2,simfix_2,bears,FasterXML-jackson-databind_241044631-241063530,7258.474999999984,16.722,0,5726.359999999986,965.5979999999977,6397,2179,0,NO,NO,,NO,NO,NO
96,simfix_2,simfix_3,bears,FasterXML-jackson-databind_241044631-241063530,7685.423999999999,16.722,0,779.5429999999994,6339.364,1243,766444,0,NO,NO,,NO,NO,NO
97,tbar_2,tbar_1,bears,FasterXML-jackson-databind_241044631-241063530,7198.768999999995,16.978,0,6750.986999999995,384.24,5732,37794,0,NO,NO,,YES,NO,NO
98,tbar_2,tbar_2,bears,FasterXML-jackson-databind_241044631-241063530,7206.838999999993,16.978,0,5962.791999999995,1180.5049999999976,4978,2246,0,NO,NO,,YES,NO,NO
99,tbar_2,tbar_3,bears,FasterXML-jackson-databind_241044631-241063530,7392.011000000006,16.978,0,421.77299999999997,6906.696000000005,464,462692,0,NO,NO,,YES,NO,NO
100,simfix_2,simfix_1,bears,FasterXML-jackson-databind_241063530-241065840,7153.311999999998,27.134999999999998,0,6249.611999999997,331.619,6643,16740,yes,NO,YES,794,NO,NO,NO
101,simfix_2,simfix_2,bears,FasterXML-jackson-databind_241063530-241065840,956.2419999999997,27.134999999999998,0,705.6669999999997,172.01199999999992,794,2366,yes,NO,YES,794,NO,NO,NO
102,simfix_2,simfix_3,bears,FasterXML-jackson-databind_241063530-241065840,7699.189999999998,27.134999999999998,0,681.4119999999997,6445.696999999997,773,500344,0,NO,NO,,NO,NO,NO
103,tbar_2,tbar_1,bears,FasterXML-jackson-databind_241063530-241065840,7200.182000000018,27.358999999999998,0,7091.478000000018,44.733,6032,4393,0,NO,NO,,YES,NO,NO
104,tbar_2,tbar_2,bears,FasterXML-jackson-databind_241063530-241065840,7208.000000000011,27.358999999999998,0,5971.36100000001,1172.6680000000006,5013,4532,0,NO,NO,,YES,NO,NO
105,tbar_2,tbar_3,bears,FasterXML-jackson-databind_241063530-241065840,7259.392,27.358999999999998,0,433.29600000000005,6762.124999999999,452,445536,0,NO,NO,,YES,NO,NO
106,simfix_2,simfix_1,bears,FasterXML-jackson-databind_242268513-242687710,7143.966000000003,29.807,0,6475.306000000003,91.414,7335,7712,0,NO,NO,,NO,NO,NO
107,simfix_2,simfix_2,bears,FasterXML-jackson-databind_242268513-242687710,7261.782999999997,29.807,0,5769.745999999996,914.7910000000011,6602,2240,0,NO,NO,,NO,NO,NO
108,simfix_2,simfix_3,bears,FasterXML-jackson-databind_242268513-242687710,7720.046999999999,29.807,0,687.2089999999994,6455.591999999999,702,445788,0,NO,NO,,NO,NO,NO
109,tbar_2,tbar_1,bears,FasterXML-jackson-databind_242268513-242687710,7198.158000000013,29.828999999999997,0,6536.401000000013,598.6910000000001,6693,71912,0,NO,NO,,YES,NO,NO
110,tbar_2,tbar_2,bears,FasterXML-jackson-databind_242268513-242687710,7204.412000000008,29.828999999999997,0,6039.658000000009,1101.687999999999,6098,2702,0,NO,NO,,YES,NO,NO
111,tbar_2,tbar_3,bears,FasterXML-jackson-databind_242268513-242687710,7445.632999999993,29.828999999999997,0,398.4349999999999,6984.131999999994,466,467016,0,NO,NO,,YES,NO,NO
112,simfix_2,simfix_1,bears,FasterXML-jackson-databind_243509258-243861380,7254.678999999991,17.633000000000003,0,3235.85999999999,3582.1480000000015,3943,1020966,0,NO,NO,,NO,NO,NO
113,simfix_2,simfix_2,bears,FasterXML-jackson-databind_243509258-243861380,5996.000999999997,17.633000000000003,0,4030.7279999999996,1528.601999999998,4976,85001,yes,NO,NO,,NO,NO,NO
114,simfix_2,simfix_3,bears,FasterXML-jackson-databind_243509258-243861380,7549.896999999995,17.633000000000003,0,755.7109999999992,6357.514999999997,1083,651480,0,NO,NO,,NO,NO,NO
115,tbar_2,tbar_1,bears,FasterXML-jackson-databind_243509258-243861380,7219.634999999992,17.599,0,3534.8719999999917,3624.462000000001,4170,1225084,0,NO,NO,,NO,NO,NO
116,tbar_2,tbar_2,bears,FasterXML-jackson-databind_243509258-243861380,6928.773999999983,17.599,0,5178.197999999984,1690.2749999999994,6159,52725,yes,NO,NO,,NO,NO,NO
117,tbar_2,tbar_3,bears,FasterXML-jackson-databind_243509258-243861380,7253.751,17.599,0,407.9859999999999,6785.464000000001,549,564260,0,NO,NO,,NO,NO,NO
118,simfix_2,simfix_1,bears,FasterXML-jackson-databind_247621332-247674379,7152.884000000009,21.756,0,6529.888000000009,0.0,8412,0,0,NO,NO,,NO,NO,NO
119,simfix_2,simfix_2,bears,FasterXML-jackson-databind_247621332-247674379,7288.49700000001,21.756,0,5724.086000000008,941.415000000002,7262,2418,0,NO,NO,,NO,NO,NO
120,simfix_2,simfix_3,bears,FasterXML-jackson-databind_247621332-247674379,7737.800000000001,21.756,0,764.3850000000018,6350.418999999999,1074,657558,0,NO,NO,,NO,NO,NO
121,tbar_2,tbar_1,bears,FasterXML-jackson-databind_247621332-247674379,7199.647999999996,21.783,0,7126.382999999995,0.0,7608,0,0,NO,NO,,YES,NO,NO
122,tbar_2,tbar_2,bears,FasterXML-jackson-databind_247621332-247674379,7214.532999999985,21.783,0,5954.241999999987,1187.0259999999982,6347,2877,0,NO,NO,,YES,NO,NO
123,tbar_2,tbar_3,bears,FasterXML-jackson-databind_247621332-247674379,7266.853999999997,21.783,0,395.67300000000006,6797.9159999999965,522,539946,0,NO,NO,,YES,NO,NO
124,simfix_2,simfix_1,bears,FasterXML-jackson-databind_318458719-318715551,4866.9360000000015,22.907,0,2412.288000000002,2201.355,3128,653248,0,NO,NO,,NO,NO,NO
125,simfix_2,simfix_2,bears,FasterXML-jackson-databind_318458719-318715551,3052.6240000000016,22.907,0,2412.288000000002,387.04300000000023,3128,4427,0,NO,NO,,NO,NO,NO
126,simfix_2,simfix_3,bears,FasterXML-jackson-databind_318458719-318715551,7361.5710000000045,22.907,0,831.7539999999996,6276.524000000005,1134,645841,0,NO,NO,,NO,NO,NO
127,tbar_2,tbar_2,bears,FasterXML-jackson-databind_318458719-318715551,-,-,-,-,-,-,-,-,-,-,-,-,-,-
128,simfix_2,simfix_1,bears,INRIA-spoon_189186902-189233591,7438.2699999999995,180.135,0,1113.7459999999985,6007.847,1292,24195,0,NO,NO,,NO,NO,NO
129,simfix_2,simfix_2,bears,INRIA-spoon_189186902-189233591,7139.266000000006,180.135,0,4541.6760000000095,2280.9129999999946,5438,2076,0,NO,NO,,NO,NO,NO
130,simfix_2,simfix_3,bears,INRIA-spoon_189186902-189233591,7678.5610000000015,180.135,0,81.92299999999997,7279.961,87,31944,0,NO,NO,,NO,NO,NO
131,tbar_2,tbar_1,bears,INRIA-spoon_189186902-189233591,7216.498000000003,180.214,0,1111.160999999999,6076.751000000001,1287,4041,0,NO,NO,,NO,NO,NO
132,tbar_2,tbar_2,bears,INRIA-spoon_189186902-189233591,7200.416000000003,180.214,0,4409.539999999992,2762.290000000008,5193,2521,0,NO,NO,,NO,NO,NO
133,tbar_2,tbar_3,bears,INRIA-spoon_189186902-189233591,7418.693000000004,180.214,0,113.50100000000003,7276.606000000001,118,32912,0,NO,NO,,NO,NO,NO
134,simfix_2,simfix_1,bears,INRIA-spoon_189233636-189234660,7437.6029999999955,179.14000000000001,0,511.72199999999975,6670.482000000001,673,5852,0,NO,NO,,NO,NO,NO
135,simfix_2,simfix_2,bears,INRIA-spoon_189233636-189234660,7159.690999999984,179.14000000000001,0,4285.199999999992,2619.091999999998,4878,2230,0,NO,NO,,NO,NO,NO
136,simfix_2,simfix_3,bears,INRIA-spoon_189233636-189234660,7554.970999999998,179.14000000000001,0,238.08599999999998,7061.486000000003,338,32912,0,NO,NO,,NO,NO,NO
137,tbar_2,tbar_1,bears,INRIA-spoon_189233636-189234660,7674.253999999997,179.11700000000002,0,582.9309999999991,7047.448999999997,715,9513,0,NO,NO,,NO,NO,NO
138,tbar_2,tbar_2,bears,INRIA-spoon_189233636-189234660,7200.761000000013,179.11700000000002,0,3956.131000000011,3200.756000000002,5208,2791,0,NO,NO,,NO,NO,NO
139,tbar_2,tbar_3,bears,INRIA-spoon_189233636-189234660,7256.666,179.11700000000002,0,127.55899999999998,7085.232999999999,116,30976,0,NO,NO,,NO,NO,NO
140,simfix_2,simfix_1,bears,INRIA-spoon_190241093-190241752,7738.209999999997,153.976,0,979.0159999999992,6385.538,1559,29529,0,NO,NO,,NO,NO,NO
141,simfix_2,simfix_2,bears,INRIA-spoon_190241093-190241752,7131.489000000009,153.976,0,4565.630000000012,2192.2029999999977,6851,2298,0,NO,NO,,NO,NO,NO
142,simfix_2,simfix_3,bears,INRIA-spoon_190241093-190241752,7530.485,153.976,0,164.68800000000005,6992.1410000000005,255,35853,0,NO,NO,,NO,NO,NO
143,tbar_2,tbar_1,bears,INRIA-spoon_190241093-190241752,7304.914000000001,153.941,0,1622.7530000000013,5651.373,2409,17172,0,NO,NO,,NO,NO,NO
144,tbar_2,tbar_2,bears,INRIA-spoon_190241093-190241752,7200.087999999997,153.941,0,4491.580999999997,2677.719,6668,2819,0,NO,NO,,NO,NO,NO
145,tbar_2,tbar_3,bears,INRIA-spoon_190241093-190241752,7349.471999999998,153.941,0,96.57000000000001,7222.113999999999,126,38760,0,NO,NO,,NO,NO,NO
146,simfix_2,simfix_1,bears,INRIA-spoon_190241752-190558172,7212.8359999999975,151.033,0,2314.1949999999993,4677.373,3270,15781,0,NO,NO,,NO,NO,NO
147,simfix_2,simfix_2,bears,INRIA-spoon_190241752-190558172,7174.154999999997,151.033,0,2685.3199999999993,4267.566999999999,3786,19862,0,NO,NO,,NO,NO,NO
148,simfix_2,simfix_3,bears,INRIA-spoon_190241752-190558172,7386.387000000001,151.033,0,530.2989999999999,6634.8200000000015,647,34920,0,NO,NO,,NO,NO,NO
149,tbar_2,tbar_1,bears,INRIA-spoon_190241752-190558172,3707.101999999999,151.071,0,681.8020000000007,3012.476000000001,630,10594,yes,NO,YES,630,NO,NO,NO
